Symbol,LTP,BidPrice,BidQty,AskPrice,AskQty,TotalBuyQty,TotalSellQty,LiquidityScore,SMMA20,SMMA120,Signal,Current_LTQ,LTQ_2min_avg,LTQ_5min_avg,LTQ_Spike_Ratio,ETQ_5min,ETQ_20min,ETQ_60min,Average_LTP_20min,Average_LTP_60min,BidAsk_Imbalance,Volume,Return_1,Return_5,ML_Probability,ML_Confidence,ML_Decision,AI_Reason,base_symbol,token,symbol,name,exch_seg
NSE:ZENSARTECH-EQ,495.7,495.3,47,495.55,1,98916,178444,277360,494.72,499.55,NONE,10,10.0,10.0,1.0,10,10,10,495.7,495.7,0.9583,318209,0,0,0.6997,69.97,ACCEPT,No new SMMA crossover,ZENSARTECH,1076,ZENSARTECH-EQ,ZENSARTECH,NSE
NSE:POCL-EQ,490.05,489.25,22,489.75,8,50135,104383,154518,490.68,492.63,NONE,8,8.0,8.0,1.0,8,8,8,490.05,490.05,0.4667,111297,0,0,0.6854,68.54,ACCEPT,No new SMMA crossover,POCL,14385,POCL-EQ,POCL,NSE
NSE:EXIDEIND-EQ,486.4,486.35,2835,486.4,4750,116959,643774,760733,487.71,485.28,NONE,1,1.0,1.0,1.0,1,1,1,486.4,486.4,-0.2525,2444557,0,0,0.1334,13.34,AVOID,No new SMMA crossover,EXIDEIND,676,EXIDEIND-EQ,EXIDEIND,NSE
NSE:OIL-EQ,471.3,471.3,3736,471.35,4,386564,541645,928209,470.66,463.31,NONE,12,12.0,12.0,1.0,12,12,12,471.3,471.3,0.9979,1746122,0,0,0.5756,57.56,ACCEPT,No new SMMA crossover,OIL,17438,OIL-EQ,OIL,NSE
NSE:VAML-EQ,466.95,466.95,543,467.0,5491,603726,919365,1523091,468.09,472.15,NONE,24,24.0,24.0,1.0,24,24,24,466.95,466.95,-0.82,6813856,0,0,0.2048,20.48,AVOID,No new SMMA crossover,VAML,750174,VAML-EQ,VAML,NSE
NSE:TRANSRAILL-EQ,465.8,465.7,20,465.85,172,71029,121820,192849,468.11,475.95,NONE,24,24.0,24.0,1.0,24,24,24,465.8,465.8,-0.7917,195842,0,0,0.5544,55.44,ACCEPT,No new SMMA crossover,TRANSRAILL,28714,TRANSRAILL-EQ,TRANSRAILL,NSE
NSE:BALUFORGE-EQ,457.15,457.15,67,457.6,4,52407,132502,184909,458.09,459.54,NONE,12,12.0,12.0,1.0,12,12,12,457.15,457.15,0.8873,143732,0,0,0.6636,66.36,ACCEPT,No new SMMA crossover,BALUFORGE,23607,BALUFORGE-EQ,BALUFORGE,NSE
NSE:TMCV-EQ,456.6,456.5,323,456.6,776,296220,680637,976857,453.53,451.81,NONE,7,7.0,7.0,1.0,7,7,7,456.6,456.6,-0.4122,4917580,0,0,0.1507,15.07,AVOID,No new SMMA crossover,TMCV,759782,TMCV-EQ,TMCV,NSE
NSE:DYCL-EQ,453.2,453.25,11,453.5,1,70514,242248,312762,451.42,430.09,NONE,3,3.0,3.0,1.0,3,3,3,453.2,453.2,0.8333,1246444,0,0,0.5899,58.99,ACCEPT,No new SMMA crossover,DYCL,10417,DYCL-EQ,DYCL,NSE
NSE:NRBBEARING-EQ,451.45,451.15,25,451.45,403,41798,116562,158360,452.16,458.48,NONE,31,31.0,31.0,1.0,31,31,31,451.45,451.45,-0.8832,247011,0,0,0.4502,45.02,AVOID,No new SMMA crossover,NRBBEARING,7553,NRBBEARING-EQ,NRBBEARING,NSE
NSE:APOLLOTYRE-EQ,442.5,442.45,555,442.5,916,72862,215960,288822,443.49,444.85,NONE,3,3.0,3.0,1.0,3,3,3,442.5,442.5,-0.2454,330935,0,0,0.1397,13.97,AVOID,No new SMMA crossover,APOLLOTYRE,163,APOLLOTYRE-EQ,APOLLOTYRE,NSE
NSE:AEROFLEX-EQ,440.85,440.8,21,441.05,31,112766,237356,350122,439.55,430.82,NONE,32,32.0,32.0,1.0,32,32,32,440.85,440.85,-0.1923,1295081,0,0,0.397,39.7,AVOID,No new SMMA crossover,AEROFLEX,18268,AEROFLEX-EQ,AEROFLEX,NSE
NSE:SIS-EQ,440.45,440.3,21,440.75,4,44543,113734,158277,440.08,435.74,NONE,5,5.0,5.0,1.0,5,5,5,440.45,440.45,0.68,48832,0,0,0.6857,68.57,ACCEPT,No new SMMA crossover,SIS,21501,SIS-EQ,SIS,NSE
NSE:VBL-EQ,435.45,435.25,160,435.4,110,451812,452069,903881,436.06,441.15,NONE,58,58.0,58.0,1.0,58,58,58,435.45,435.45,0.1852,1038973,0,0,0.4315,43.15,AVOID,No new SMMA crossover,VBL,18921,VBL-EQ,VBL,NSE
NSE:MIDHANI-EQ,433.6,433.5,24,433.6,3,56522,313993,370515,432.57,430.78,NONE,18,18.0,18.0,1.0,18,18,18,433.6,433.6,0.7778,416738,0,0,0.6448,64.48,ACCEPT,No new SMMA crossover,MIDHANI,2463,MIDHANI-EQ,MIDHANI,NSE
NSE:ELECON-EQ,433.2,433.05,11,433.3,55,51416,104638,156054,434.59,437.33,NONE,12,12.0,12.0,1.0,12,12,12,433.2,433.2,-0.6667,243373,0,0,0.6553,65.53,ACCEPT,No new SMMA crossover,ELECON,13643,ELECON-EQ,ELECON,NSE
NSE:SIRCA-EQ,432.7,432.5,200,432.7,10,285237,44922,330159,436.32,445.41,NONE,5,5.0,5.0,1.0,5,5,5,432.7,432.7,0.9048,83928,0,0,0.5982,59.82,ACCEPT,No new SMMA crossover,SIRCA,11050,SIRCA-EQ,SIRCA,NSE
NSE:BIOCON-EQ,427.7,427.5,654,427.55,5,524620,643367,1167987,427.11,426.26,NONE,39,39.0,39.0,1.0,39,39,39,427.7,427.7,0.9848,1797054,0,0,0.5416,54.16,ACCEPT,No new SMMA crossover,BIOCON,11373,BIOCON-EQ,BIOCON,NSE
NSE:LTFOODS-EQ,426.2,426.05,33,426.1,1,64269,124904,189173,423.21,421.17,NONE,3,3.0,3.0,1.0,3,3,3,426.2,426.2,0.9412,177010,0,0,0.6482,64.82,ACCEPT,No new SMMA crossover,LTFOODS,13816,LTFOODS-EQ,LTFOODS,NSE
NSE:AARTIDRUGS-EQ,423.95,423.4,4,423.95,53,25762,103055,128817,432.52,429.07,NONE,56,56.0,56.0,1.0,56,56,56,423.95,423.95,-0.8596,246540,0,0,0.6869,68.69,ACCEPT,No new SMMA crossover,AARTIDRUGS,4481,AARTIDRUGS-EQ,AARTIDRUGS,NSE
NSE:AMBUJACEM-EQ,420.3,420.3,116,420.4,18,422462,414240,836702,420.53,427.84,NONE,1,1.0,1.0,1.0,1,1,1,420.3,420.3,0.7313,2789321,0,0,0.4863,48.63,AVOID,No new SMMA crossover,AMBUJACEM,1270,AMBUJACEM-EQ,AMBUJACEM,NSE
NSE:NATIONALUM-EQ,417.0,416.9,27,416.95,29,1182402,1907379,3089781,413.73,393.68,NONE,5,5.0,5.0,1.0,5,5,5,417.0,417.0,-0.0357,26541262,0,0,0.3981,39.81,AVOID,No new SMMA crossover,NATIONALUM,6364,NATIONALUM-EQ,NATIONALUM,NSE
NSE:LICI-EQ,408.75,408.75,2577,408.8,969,803732,1970544,2774276,408.31,402.38,NONE,56,56.0,56.0,1.0,56,56,56,408.75,408.75,0.4535,7759892,0,0,0.1847,18.47,AVOID,No new SMMA crossover,LICI,9480,LICI-EQ,LICI,NSE
NSE:SYNGENE-EQ,407.65,407.6,10,407.65,78,79572,157394,236966,407.93,405.34,NONE,2,2.0,2.0,1.0,2,2,2,407.65,407.65,-0.7727,386260,0,0,0.5296,52.96,ACCEPT,No new SMMA crossover,SYNGENE,10243,SYNGENE-EQ,SYNGENE,NSE
NSE:BHEL-EQ,407.5,407.45,182,407.5,3797,831295,1092413,1923708,406.15,406.54,NONE,8,8.0,8.0,1.0,8,8,8,407.5,407.5,-0.9085,4185232,0,0,0.1469,14.69,AVOID,No new SMMA crossover,BHEL,438,BHEL-EQ,BHEL,NSE
NSE:ABCAPITAL-EQ,404.2,404.15,665,404.2,385,448443,490827,939270,404.76,407.99,NONE,4,4.0,4.0,1.0,4,4,4,404.2,404.2,0.2667,1378382,0,0,0.163,16.3,AVOID,No new SMMA crossover,ABCAPITAL,21614,ABCAPITAL-EQ,ABCAPITAL,NSE
NSE:ASIANENE-EQ,401.9,401.65,6,402.15,8,24675,131465,156140,403.48,403.52,SELL,5,5.0,5.0,1.0,5,5,5,401.9,401.9,-0.1429,126696,0,0,0.7017,70.17,ACCEPT,"ACCEPT — ML probability >= 50%, negative bid/ask imbalance",ASIANENE,7030,ASIANENE-EQ,ASIANENE,NSE
NSE:BEL-EQ,401.15,401.1,178,401.15,254,879501,2049053,2928554,401.47,401.23,NONE,2,2.0,2.0,1.0,2,2,2,401.15,401.15,-0.1759,5314182,0,0,0.1942,19.42,AVOID,No new SMMA crossover,BEL,383,BEL-EQ,BEL,NSE
NSE:M&MFIN-EQ,395.3,395.25,133,395.3,3,320412,293750,614162,398.03,403.13,NONE,1,1.0,1.0,1.0,1,1,1,395.3,395.3,0.9559,2142688,0,0,0.6512,65.12,ACCEPT,No new SMMA crossover,M&MFIN,13285,M&MFIN-EQ,M&MFIN,NSE
NSE:HAPPSTMNDS-EQ,388.0,388.05,4,388.25,18,88418,151466,239884,389.37,397.33,NONE,11,11.0,11.0,1.0,11,11,11,388.0,388.0,-0.6364,382141,0,0,0.723,72.3,ACCEPT,No new SMMA crossover,HAPPSTMNDS,48,HAPPSTMNDS-EQ,HAPPSTMNDS,NSE
NSE:HINDPETRO-EQ,386.75,386.7,1065,386.75,438,1086344,1444707,2531051,388.3,391.39,NONE,100,100.0,100.0,1.0,100,100,100,386.75,386.75,0.4172,5894827,0,0,0.1671,16.71,AVOID,No new SMMA crossover,HINDPETRO,1406,HINDPETRO-EQ,HINDPETRO,NSE
NSE:APOLLO-EQ,383.25,383.25,52,383.4,121,291371,753090,1044461,384.87,390.42,NONE,7,7.0,7.0,1.0,7,7,7,383.25,383.25,-0.3988,1724793,0,0,0.3,30.0,AVOID,No new SMMA crossover,APOLLO,1134,APOLLO-EQ,APOLLO,NSE
NSE:PFC-EQ,377.1,377.1,414,377.25,925,986022,874927,1860949,377.89,389.61,NONE,3,3.0,3.0,1.0,3,3,3,377.1,377.1,-0.3816,5146007,0,0,0.1275,12.75,AVOID,No new SMMA crossover,PFC,14299,PFC-EQ,PFC,NSE
NSE:GOLDIAM-EQ,375.35,375.0,13,375.3,47,146258,325869,472127,376.44,378.96,NONE,16,16.0,16.0,1.0,16,16,16,375.35,375.35,-0.5667,671563,0,0,0.4895,48.95,AVOID,No new SMMA crossover,GOLDIAM,11971,GOLDIAM-EQ,GOLDIAM,NSE
NSE:TATAPOWER-EQ,375.15,375.2,637,375.4,1001,519026,670349,1189375,376.06,378.53,NONE,35,35.0,35.0,1.0,35,35,35,375.15,375.15,-0.2222,1962408,0,0,0.215,21.5,AVOID,No new SMMA crossover,TATAPOWER,3426,TATAPOWER-EQ,TATAPOWER,NSE
NSE:INDUSTOWER-EQ,373.85,373.85,1699,373.9,92,549452,654673,1204125,373.53,375.54,NONE,1,1.0,1.0,1.0,1,1,1,373.85,373.85,0.8973,4246210,0,0,0.3255,32.55,AVOID,No new SMMA crossover,INDUSTOWER,29135,INDUSTOWER-EQ,INDUSTOWER,NSE
NSE:ACMESOLAR-EQ,370.9,370.75,1,370.95,55,65032,159739,224771,370.07,369.02,NONE,22,22.0,22.0,1.0,22,22,22,370.9,370.9,-0.9643,250739,0,0,0.6454,64.54,ACCEPT,No new SMMA crossover,ACMESOLAR,27061,ACMESOLAR-EQ,ACMESOLAR,NSE
NSE:TATACAP-EQ,368.85,368.85,9,368.9,43,137376,293337,430713,368.15,368.52,NONE,44,44.0,44.0,1.0,44,44,44,368.85,368.85,-0.6538,679414,0,0,0.6166,61.66,ACCEPT,No new SMMA crossover,TATACAP,759265,TATACAP-EQ,TATACAP,NSE
NSE:BAJAJELEC-EQ,364.35,364.2,55,364.5,15,74445,109915,184360,364.28,363.71,NONE,94,94.0,94.0,1.0,94,94,94,364.35,364.35,0.5714,231366,0,0,0.7434,74.34,ACCEPT,No new SMMA crossover,BAJAJELEC,15034,BAJAJELEC-EQ,BAJAJELEC,NSE
NSE:SENCO-EQ,358.65,358.4,424,358.65,194,211132,420678,631810,366.01,388.45,NONE,17,17.0,17.0,1.0,17,17,17,358.65,358.65,0.3722,3531641,0,0,0.2219,22.19,AVOID,No new SMMA crossover,SENCO,17271,SENCO-EQ,SENCO,NSE
NSE:SUNFLAG-EQ,357.8,357.55,109,357.8,12,40131,100654,140785,364.88,374.57,NONE,77,77.0,77.0,1.0,77,77,77,357.8,357.8,0.8017,173576,0,0,0.7018,70.18,ACCEPT,No new SMMA crossover,SUNFLAG,3348,SUNFLAG-EQ,SUNFLAG,NSE
NSE:FEDERALBNK-EQ,355.4,355.35,45,355.4,97,439498,572542,1012040,355.87,355.26,NONE,4,4.0,4.0,1.0,4,4,4,355.4,355.4,-0.3662,929735,0,0,0.3781,37.81,AVOID,No new SMMA crossover,FEDERALBNK,1023,FEDERALBNK-EQ,FEDERALBNK,NSE
NSE:GICRE-EQ,353.7,353.6,100,353.7,87,102922,207226,310148,354.39,355.68,NONE,13,13.0,13.0,1.0,13,13,13,353.7,353.7,0.0695,240743,0,0,0.518,51.8,ACCEPT,No new SMMA crossover,GICRE,277,GICRE-EQ,GICRE,NSE
NSE:MANAPPURAM-EQ,352.95,352.8,196,352.95,303,783708,2079002,2862710,355.26,362.45,NONE,70,70.0,70.0,1.0,70,70,70,352.95,352.95,-0.2144,26210567,0,0,0.1952,19.52,AVOID,No new SMMA crossover,MANAPPURAM,19061,MANAPPURAM-EQ,MANAPPURAM,NSE
NSE:NAZARA-EQ,352.15,352.1,17,352.25,70,296824,365445,662269,352.76,353.07,NONE,50,50.0,50.0,1.0,50,50,50,352.15,352.15,-0.6092,444195,0,0,0.6253,62.53,ACCEPT,No new SMMA crossover,NAZARA,2987,NAZARA-EQ,NAZARA,NSE
NSE:EQUAL50ADD-EQ,348.0,347.85,3,348.07,57628,249851,332202,582053,348.75,350.66,NONE,10,10.0,10.0,1.0,10,10,10,348.0,348.0,-0.9999,3347,0,0,0.2704,27.04,AVOID,No new SMMA crossover,EQUAL50ADD,6606,EQUAL50ADD-EQ,EQUAL50ADD,NSE
NSE:HLEGLAS-EQ,345.65,345.35,3,345.65,5,150217,108258,258475,352.92,401.48,NONE,1,1.0,1.0,1.0,1,1,1,345.65,345.65,-0.25,1293817,0,0,0.4978,49.78,AVOID,No new SMMA crossover,HLEGLAS,2289,HLEGLAS-EQ,HLEGLAS,NSE
NSE:PATANJALI-EQ,344.2,344.1,1,344.15,1042,465933,418860,884793,345.66,351.71,NONE,10,10.0,10.0,1.0,10,10,10,344.2,344.2,-0.9981,1383721,0,0,0.2841,28.41,AVOID,No new SMMA crossover,PATANJALI,17029,PATANJALI-EQ,PATANJALI,NSE
NSE:MARINE-EQ,342.45,342.4,145,342.65,1,34799,143156,177955,345.03,344.13,NONE,1,1.0,1.0,1.0,1,1,1,342.45,342.45,0.9863,563362,0,0,0.7376,73.76,ACCEPT,No new SMMA crossover,MARINE,1328,MARINE-EQ,MARINE,NSE
NSE:KPIGREEN-EQ,341.0,340.95,20,341.0,1143,186457,225451,411908,343.24,356.76,NONE,43,43.0,43.0,1.0,43,43,43,341.0,341.0,-0.9656,974554,0,0,0.3783,37.83,AVOID,No new SMMA crossover,KPIGREEN,5108,KPIGREEN-EQ,KPIGREEN,NSE
NSE:EQUAL50-EQ,337.36,335.84,4950,336.78,3777,50728,113464,164192,337.86,339.58,NONE,5,5.0,5.0,1.0,5,5,5,337.36,337.36,0.1344,6591,0,0,0.1622,16.22,AVOID,No new SMMA crossover,EQUAL50,757142,EQUAL50-EQ,EQUAL50,NSE
NSE:TMPV-EQ,337.0,336.95,500,337.0,1536,814871,1801143,2616014,340.92,345.42,NONE,100,100.0,100.0,1.0,100,100,100,337.0,337.0,-0.5088,14274764,0,0,0.1655,16.55,AVOID,No new SMMA crossover,TMPV,3456,TMPV-EQ,TMPV,NSE
NSE:NTPC-EQ,336.7,336.7,3337,336.75,142,774585,802933,1577518,336.94,339.27,NONE,55,55.0,55.0,1.0,55,55,55,336.7,336.7,0.9184,5641063,0,0,0.1947,19.47,AVOID,No new SMMA crossover,NTPC,11630,NTPC-EQ,NTPC,NSE
NSE:IIFLCAPS-EQ,334.8,334.65,101,334.8,14,86048,102967,189015,334.43,334.65,NONE,3,3.0,3.0,1.0,3,3,3,334.8,334.8,0.7565,58460,0,0,0.5471,54.71,ACCEPT,No new SMMA crossover,IIFLCAPS,13072,IIFLCAPS-EQ,IIFLCAPS,NSE
NSE:MON100-EQ,331.16,331.16,990379,0.0,0,1096469,0,1096469,331.24,329.99,NONE,151,151.0,151.0,1.0,151,151,151,331.16,331.16,1.0,73093,0,0,0.5149,51.49,ACCEPT,No new SMMA crossover,MON100,22739,MON100-EQ,MON100,NSE
NSE:SUVEN-EQ,328.0,327.85,8,328.0,72,99050,119778,218828,330.31,331.87,NONE,45,45.0,45.0,1.0,45,45,45,328.0,328.0,-0.8,268928,0,0,0.644,64.4,ACCEPT,No new SMMA crossover,SUVEN,11233,SUVEN-EQ,SUVEN,NSE
NSE:NUVOCO-EQ,327.35,327.0,77,327.35,11,65567,145318,210885,328.6,336.2,NONE,989,989.0,989.0,1.0,989,989,989,327.35,327.35,0.75,169190,0,0,0.655,65.5,ACCEPT,No new SMMA crossover,NUVOCO,5426,NUVOCO-EQ,NUVOCO,NSE
NSE:SONATSOFTW-EQ,326.9,326.9,88,327.0,1237,107054,240311,347365,328.31,327.22,NONE,150,150.0,150.0,1.0,150,150,150,326.9,326.9,-0.8672,450995,0,0,0.3476,34.76,AVOID,No new SMMA crossover,SONATSOFTW,6596,SONATSOFTW-EQ,SONATSOFTW,NSE
NSE:NYKAA-EQ,325.8,325.8,1677,325.85,380,635547,568913,1204460,325.07,326.32,NONE,67,67.0,67.0,1.0,67,67,67,325.8,325.8,0.6305,1558669,0,0,0.1984,19.84,AVOID,No new SMMA crossover,NYKAA,6545,NYKAA-EQ,NYKAA,NSE
NSE:ELLEN-EQ,317.8,317.55,256,317.8,1,113191,91437,204628,301.83,294.77,NONE,1,1.0,1.0,1.0,1,1,1,317.8,317.8,0.9922,1627120,0,0,0.7275,72.75,ACCEPT,No new SMMA crossover,ELLEN,758563,ELLEN-EQ,ELLEN,NSE
NSE:TARSONS-EQ,317.45,317.35,1,317.4,1,117990,196948,314938,315.07,310.55,NONE,1,1.0,1.0,1.0,1,1,1,317.45,317.45,0.0,1320751,0,0,0.5864,58.64,ACCEPT,No new SMMA crossover,TARSONS,6943,TARSONS-EQ,TARSONS,NSE
NSE:PCBL-EQ,317.1,317.0,817,317.1,70,115489,337583,453072,318.4,321.87,NONE,1,1.0,1.0,1.0,1,1,1,317.1,317.1,0.8422,363148,0,0,0.4345,43.45,AVOID,No new SMMA crossover,PCBL,2649,PCBL-EQ,PCBL,NSE
NSE:BLSE-EQ,316.85,316.45,1,316.75,23,259035,134465,393500,316.25,314.49,NONE,9,9.0,9.0,1.0,9,9,9,316.85,316.85,-0.9167,567461,0,0,0.5919,59.19,ACCEPT,No new SMMA crossover,BLSE,22566,BLSE-EQ,BLSE,NSE
NSE:SSWL-EQ,315.5,315.3,37,315.5,2964,76762,155708,232470,315.97,316.95,NONE,5,5.0,5.0,1.0,5,5,5,315.5,315.5,-0.9753,180677,0,0,0.1257,12.57,AVOID,No new SMMA crossover,SSWL,11829,SSWL-EQ,SSWL,NSE
NSE:EMMVEE-EQ,315.0,314.85,4,315.0,193,147088,337334,484422,315.85,320.62,NONE,1,1.0,1.0,1.0,1,1,1,315.0,315.0,-0.9594,460244,0,0,0.3577,35.77,AVOID,No new SMMA crossover,EMMVEE,759728,EMMVEE-EQ,EMMVEE,NSE
NSE:ETERNAL-EQ,314.65,314.65,3794,314.75,2962,1246794,2794540,4041334,314.41,313.17,NONE,154,154.0,154.0,1.0,154,154,154,314.65,314.65,0.1231,11681550,0,0,0.1597,15.97,AVOID,No new SMMA crossover,ETERNAL,5097,ETERNAL-EQ,ETERNAL,NSE
NSE:BSOFT-EQ,313.55,313.55,394,313.6,118,95851,306267,402118,315.95,319.99,NONE,8,8.0,8.0,1.0,8,8,8,313.55,313.55,0.5391,490451,0,0,0.4277,42.77,AVOID,No new SMMA crossover,BSOFT,6994,BSOFT-EQ,BSOFT,NSE
NSE:LTF-EQ,311.85,311.8,2,311.85,664,531145,688176,1219321,312.28,313.37,NONE,17,17.0,17.0,1.0,17,17,17,311.85,311.85,-0.994,2606868,0,0,0.2389,23.89,AVOID,No new SMMA crossover,LTF,24948,LTF-EQ,LTF,NSE
NSE:BPCL-EQ,311.7,311.65,4833,311.7,696,635247,682675,1317922,313.13,317.21,NONE,1,1.0,1.0,1.0,1,1,1,311.7,311.7,0.7482,2487735,0,0,0.1282,12.82,AVOID,No new SMMA crossover,BPCL,526,BPCL-EQ,BPCL,NSE
NSE:KTKBANK-EQ,309.9,309.9,2033,309.95,105,198786,511258,710044,308.55,305.06,NONE,34,34.0,34.0,1.0,34,34,34,309.9,309.9,0.9018,1348487,0,0,0.2346,23.46,AVOID,No new SMMA crossover,KTKBANK,8054,KTKBANK-EQ,KTKBANK,NSE
NSE:VIPIND-EQ,309.05,309.05,17,309.2,173,28839,156821,185660,310.87,314.47,NONE,3,3.0,3.0,1.0,3,3,3,309.05,309.05,-0.8211,72341,0,0,0.4031,40.31,AVOID,No new SMMA crossover,VIPIND,3703,VIPIND-EQ,VIPIND,NSE
NSE:SWANCORP-EQ,307.7,307.5,4,307.7,179,700780,259325,960105,308.28,309.48,NONE,5,5.0,5.0,1.0,5,5,5,307.7,307.7,-0.9563,464545,0,0,0.3765,37.65,AVOID,No new SMMA crossover,SWANCORP,27095,SWANCORP-EQ,SWANCORP,NSE
NSE:VRLLOG-EQ,304.85,304.75,16,304.85,117,56959,138737,195696,305.37,296.21,NONE,9,9.0,9.0,1.0,9,9,9,304.85,304.85,-0.7594,360808,0,0,0.5578,55.78,ACCEPT,No new SMMA crossover,VRLLOG,8696,VRLLOG-EQ,VRLLOG,NSE
NSE:AUTOBEES-EQ,304.7,304.7,222,304.72,231,239004,209523,448527,304.95,305.59,NONE,7,7.0,7.0,1.0,7,7,7,304.7,304.7,-0.0199,179651,0,0,0.4046,40.46,AVOID,No new SMMA crossover,AUTOBEES,7880,AUTOBEES-EQ,AUTOBEES,NSE
NSE:GENUSPOWER-EQ,303.05,303.2,3,303.25,381,146987,406336,553323,304.55,306.15,NONE,135,135.0,135.0,1.0,135,135,135,303.05,303.05,-0.9844,891854,0,0,0.3845,38.45,AVOID,No new SMMA crossover,GENUSPOWER,11905,GENUSPOWER-EQ,GENUSPOWER,NSE
NSE:AGIIL-EQ,301.65,301.65,1,301.75,1,982429,133304,1115733,301.65,302.57,NONE,33,33.0,33.0,1.0,33,33,33,301.65,301.65,0.0,789107,0,0,0.6064,60.64,ACCEPT,No new SMMA crossover,AGIIL,24445,AGIIL-EQ,AGIIL,NSE
NSE:OSWALPUMPS-EQ,301.6,301.35,33,301.6,83,113156,152588,265744,302.18,309.37,NONE,25,25.0,25.0,1.0,25,25,25,301.6,301.6,-0.431,229247,0,0,0.5987,59.87,ACCEPT,No new SMMA crossover,OSWALPUMPS,756802,OSWALPUMPS-EQ,OSWALPUMPS,NSE
NSE:SCI-EQ,296.5,296.5,275,296.6,102,168334,814329,982663,296.13,297.43,NONE,15,15.0,15.0,1.0,15,15,15,296.5,296.5,0.4589,1128181,0,0,0.3001,30.01,AVOID,No new SMMA crossover,SCI,3048,SCI-EQ,SCI,NSE
NSE:INDSWFTLAB-EQ,295.61,295.72,5,295.86,6,336179,422029,758208,296.63,269.13,NONE,34,34.0,34.0,1.0,34,34,34,295.61,295.61,-0.0909,6681722,0,0,0.5631,56.31,ACCEPT,No new SMMA crossover,INDSWFTLAB,4870,INDSWFTLAB-EQ,INDSWFTLAB,NSE
NSE:TARIL-EQ,293.55,293.55,3258,293.75,246,127924,300831,428755,294.55,297.02,NONE,30,30.0,30.0,1.0,30,30,30,293.55,293.55,0.8596,330275,0,0,0.336,33.6,AVOID,No new SMMA crossover,TARIL,15174,TARIL-EQ,TARIL,NSE
NSE:MARKSANS-EQ,292.0,291.4,54,291.7,233,213562,461885,675447,287.95,276.94,NONE,118,118.0,118.0,1.0,118,118,118,292.0,292.0,-0.6237,2931315,0,0,0.1989,19.89,AVOID,No new SMMA crossover,MARKSANS,10579,MARKSANS-EQ,MARKSANS,NSE
NSE:LATENTVIEW-EQ,290.6,290.3,111,290.6,48,72756,130018,202774,293.23,296.26,NONE,10,10.0,10.0,1.0,10,10,10,290.6,290.6,0.3962,236368,0,0,0.6334,63.34,ACCEPT,No new SMMA crossover,LATENTVIEW,6818,LATENTVIEW-EQ,LATENTVIEW,NSE
